"Parameter.ID","Parameter.Label","Columns","True Number of Groups","Method","Statistic","Determined Number of Groups","RunTime"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: VII","p-value: 0.002",">1","61.7798s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: VII","p-value: 0.001",">1","44.7919s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: VII","p-value: 0.001",">1","6.5325s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: VII","p-value: 0.001",">1","2561.2706s"
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1465s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: VII","p-value: 0.001",">1","3.518s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.5024s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: EEI","p-value: 0.961","1","0.5038s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.8569s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.9967s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: EEI","p-value: 0.0579","1","2.2743s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.3089s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: EEI","p-value: NA","NA",NA
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","6.4613s"
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.8741s"
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.4712s"
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.9484s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.8064s"
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","2.8901s"
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","11.3919s"
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: EEI","p-value: 0.96","1","0.4587s"
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.8485s"
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","6.4816s"
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","9.9517s"
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.4864s"
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.3689s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.0768s"
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EII","p-value: 0.3157","1","0.3544s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.7571s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.4764s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.1269s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.4398s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.9368s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EEI","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.6444s"
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","7.98s"
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: EEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.8625s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.1563s"
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.9429s"
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","9.8859s"
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EEI","p-value: 0.016",">1","0.4961s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.1196s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.7921s"
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","17.632s"
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.4972s"
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.2878s"
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.514s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","2.4868s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.3348s"
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: EEI","p-value: 0.033",">1","0.4382s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.0136s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.3097s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","5.4814s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: EEI","p-value: 0.027",">1","0.5014s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.3065s"
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.4159s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","9.7633s"
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: EEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","4.1174s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.2026s"
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","2.8025s"
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.5278s"
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.4299s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.2503s"
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","4.5804s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","7.5672s"
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EEI","p-value: 0.002",">1","0.4716s"
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.8663s"
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.6402s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","0.3511s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","2.4221s"
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EEI","p-value: 0.0849","1","0.4176s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.8477s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.8123s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","5.7932s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EEI","p-value: 0.044",">1","0.3491s"
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.9086s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.4908s"
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","2.2021s"
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.5137s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1801s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.8537s"
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","2.7582s"
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","5.3384s"
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EEI","p-value: 0.1868","1","0.5191s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.2165s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","7.1597s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.8026s"
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","0.5073s"
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","1.3429s"
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","2.5264s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.3091s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EEI","p-value: 0.001",">1","3.2754s"
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","0.7377s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","3.2781s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","8.7387s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VEI","p-value: 0.1369","1","1.1889s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","3.9926s"
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","4.9717s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.1325s"
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","0.7679s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.146s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.9217s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","2.9952s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","0.684s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.1946s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.5726s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.0573s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.4739s"
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","6.7299s"
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.4625s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","0.6028s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","3.2879s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","24.7231s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","3.5828s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","29.3051s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","5.5466s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: VEI","p-value: 0.003",">1","1.3589s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.7431s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: EII","p-value: 0.011",">1","0.4577s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","17.6843s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","4.5503s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.6662s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","4.9778s"
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","1.0967s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: VEI","p-value: 0.001",">1","3.0409s"
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.2238s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: VEI","p-value: 0.006",">1","15345.3845s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: VEI","p-value: NA","NA",NA
